seq,label,condition,rms_mA,peak_mA,duty_cycle,source_file
1,normal,valve_full_open,234.28,398.3,0.66,normal_valve_full_open.csv
2,normal,valve_full_open,253.72,408.0,0.74,normal_valve_full_open.csv
3,normal,valve_full_open,243.8,409.9,0.68,normal_valve_full_open.csv
4,normal,valve_full_open,246.08,404.1,0.72,normal_valve_full_open.csv
5,normal,valve_full_open,253.81,407.1,0.74,normal_valve_full_open.csv
6,normal,valve_full_open,253.95,409.5,0.76,normal_valve_full_open.csv
7,normal,valve_full_open,253.44,407.4,0.73,normal_valve_full_open.csv
8,normal,valve_full_open,241.86,410.2,0.7,normal_valve_full_open.csv
9,normal,valve_full_open,240.97,404.3,0.69,normal_valve_full_open.csv
10,normal,valve_full_open,248.65,410.4,0.72,normal_valve_full_open.csv
11,normal,valve_full_open,253.91,409.3,0.74,normal_valve_full_open.csv
12,normal,valve_full_open,254.41,407.6,0.74,normal_valve_full_open.csv
13,normal,valve_full_open,251.89,403.5,0.73,normal_valve_full_open.csv
14,normal,valve_full_open,255.11,410.1,0.74,normal_valve_full_open.csv
15,normal,valve_full_open,248.81,408.2,0.72,normal_valve_full_open.csv
16,normal,valve_full_open,251.94,407.4,0.73,normal_valve_full_open.csv
17,normal,valve_full_open,245.73,407.6,0.71,normal_valve_full_open.csv
18,normal,valve_full_open,249.24,409.1,0.72,normal_valve_full_open.csv
19,normal,valve_full_open,244.3,401.5,0.7,normal_valve_full_open.csv
20,normal,valve_full_open,251.08,408.0,0.71,normal_valve_full_open.csv
21,normal,valve_full_open,250.18,390.5,0.71,normal_valve_full_open.csv
22,normal,valve_full_open,246.34,409.7,0.66,normal_valve_full_open.csv
23,normal,valve_full_open,249.08,407.4,0.71,normal_valve_full_open.csv
24,normal,valve_full_open,246.31,409.3,0.69,normal_valve_full_open.csv
25,normal,valve_full_open,250.07,410.6,0.7,normal_valve_full_open.csv
26,normal,valve_full_open,246.0,411.0,0.71,normal_valve_full_open.csv
27,normal,valve_full_open,237.73,404.5,0.69,normal_valve_full_open.csv
28,normal,valve_full_open,242.06,406.0,0.69,normal_valve_full_open.csv
29,normal,valve_full_open,247.34,410.1,0.72,normal_valve_full_open.csv
30,normal,valve_full_open,259.71,399.1,0.81,normal_valve_full_open.csv
31,normal,valve_full_open,257.48,408.8,0.75,normal_valve_full_open.csv
32,normal,valve_full_open,255.66,405.6,0.76,normal_valve_full_open.csv
33,normal,valve_full_open,249.62,408.6,0.72,normal_valve_full_open.csv
34,normal,valve_full_open,239.7,411.7,0.67,normal_valve_full_open.csv
35,normal,valve_full_open,246.67,407.6,0.71,normal_valve_full_open.csv
36,normal,valve_full_open,256.95,410.1,0.79,normal_valve_full_open.csv
37,normal,valve_full_open,258.71,407.8,0.77,normal_valve_full_open.csv
38,normal,valve_full_open,250.25,405.4,0.75,normal_valve_full_open.csv
39,normal,valve_full_open,247.33,409.5,0.74,normal_valve_full_open.csv
40,normal,valve_full_open,230.97,404.8,0.65,normal_valve_full_open.csv
41,normal,valve_full_open,233.99,407.6,0.64,normal_valve_full_open.csv
42,normal,valve_full_open,260.19,401.9,0.77,normal_valve_full_open.csv
43,normal,valve_full_open,253.7,409.5,0.76,normal_valve_full_open.csv
44,normal,valve_full_open,246.46,406.5,0.73,normal_valve_full_open.csv
45,normal,valve_full_open,233.2,406.1,0.66,normal_valve_full_open.csv
46,normal,valve_full_open,232.6,401.5,0.71,normal_valve_full_open.csv
47,normal,valve_full_open,230.44,398.9,0.7,normal_valve_full_open.csv
48,normal,valve_full_open,236.16,407.3,0.67,normal_valve_full_open.csv
49,normal,valve_full_open,232.43,398.9,0.69,normal_valve_full_open.csv
50,normal,valve_full_open,238.73,397.6,0.7,normal_valve_full_open.csv
51,normal,valve_full_open,240.62,405.4,0.71,normal_valve_full_open.csv
52,normal,valve_full_open,248.34,409.7,0.72,normal_valve_full_open.csv
53,normal,valve_full_open,252.78,388.8,0.74,normal_valve_full_open.csv
54,normal,valve_full_open,261.37,408.9,0.77,normal_valve_full_open.csv
55,normal,valve_full_open,256.53,405.4,0.75,normal_valve_full_open.csv
56,normal,valve_full_open,246.81,409.3,0.7,normal_valve_full_open.csv
57,normal,valve_full_open,238.0,406.3,0.67,normal_valve_full_open.csv
58,normal,valve_full_open,230.63,390.7,0.69,normal_valve_full_open.csv
59,normal,valve_full_open,236.13,397.6,0.68,normal_valve_full_open.csv
60,normal,valve_full_open,232.53,407.6,0.69,normal_valve_full_open.csv
61,normal,valve_full_open,234.91,405.6,0.65,normal_valve_full_open.csv
62,normal,valve_full_open,233.97,403.3,0.7,normal_valve_full_open.csv
63,normal,valve_full_open,240.87,408.6,0.71,normal_valve_full_open.csv
64,normal,valve_full_open,242.69,407.8,0.68,normal_valve_full_open.csv
65,normal,valve_full_open,244.29,405.4,0.71,normal_valve_full_open.csv
66,normal,valve_full_open,241.11,401.5,0.67,normal_valve_full_open.csv
67,normal,valve_full_open,248.62,409.1,0.68,normal_valve_full_open.csv
68,normal,valve_full_open,248.79,408.0,0.72,normal_valve_full_open.csv
69,normal,valve_full_open,245.87,402.0,0.7,normal_valve_full_open.csv
70,normal,valve_full_open,237.3,405.8,0.7,normal_valve_full_open.csv
71,normal,valve_full_open,231.38,405.6,0.65,normal_valve_full_open.csv
72,normal,valve_full_open,237.56,398.5,0.73,normal_valve_full_open.csv
73,normal,valve_full_open,249.25,405.6,0.7,normal_valve_full_open.csv
74,normal,valve_full_open,255.74,403.9,0.76,normal_valve_full_open.csv
75,normal,valve_full_open,233.2,405.0,0.7,normal_valve_full_open.csv
76,normal,valve_full_open,237.53,400.7,0.67,normal_valve_full_open.csv
77,normal,valve_full_open,250.65,400.0,0.69,normal_valve_full_open.csv
78,normal,valve_full_open,255.89,406.9,0.77,normal_valve_full_open.csv
79,normal,valve_full_open,224.79,408.6,0.61,normal_valve_full_open.csv
1,low_flow,6.5V,113.84,180.2,0.94,low_flow_6.5V.csv
2,low_flow,6.5V,128.38,192.9,0.83,low_flow_6.5V.csv
3,low_flow,6.5V,129.27,194.4,0.82,low_flow_6.5V.csv
4,low_flow,6.5V,128.14,191.6,0.87,low_flow_6.5V.csv
5,low_flow,6.5V,128.16,190.5,0.83,low_flow_6.5V.csv
6,low_flow,6.5V,126.59,194.0,0.83,low_flow_6.5V.csv
7,low_flow,6.5V,127.63,192.2,0.86,low_flow_6.5V.csv
8,low_flow,6.5V,126.01,192.7,0.84,low_flow_6.5V.csv
9,low_flow,6.5V,126.42,189.6,0.83,low_flow_6.5V.csv
10,low_flow,6.5V,125.73,190.3,0.83,low_flow_6.5V.csv
11,low_flow,6.5V,127.38,192.5,0.82,low_flow_6.5V.csv
12,low_flow,6.5V,127.1,192.5,0.83,low_flow_6.5V.csv
13,low_flow,6.5V,129.21,191.6,0.83,low_flow_6.5V.csv
14,low_flow,6.5V,126.62,195.9,0.85,low_flow_6.5V.csv
15,low_flow,6.5V,125.26,191.4,0.82,low_flow_6.5V.csv
16,low_flow,6.5V,128.36,191.8,0.82,low_flow_6.5V.csv
17,low_flow,6.5V,127.53,192.7,0.8,low_flow_6.5V.csv
18,low_flow,6.5V,128.64,192.5,0.83,low_flow_6.5V.csv
19,low_flow,6.5V,129.29,196.3,0.84,low_flow_6.5V.csv
20,low_flow,6.5V,125.13,190.9,0.78,low_flow_6.5V.csv
21,low_flow,6.5V,128.93,191.6,0.85,low_flow_6.5V.csv
22,low_flow,6.5V,126.8,191.4,0.86,low_flow_6.5V.csv
23,low_flow,6.5V,125.96,193.1,0.83,low_flow_6.5V.csv
24,low_flow,6.5V,125.42,191.8,0.78,low_flow_6.5V.csv
25,low_flow,6.5V,125.72,192.9,0.82,low_flow_6.5V.csv
26,low_flow,6.5V,127.73,194.2,0.81,low_flow_6.5V.csv
27,low_flow,6.5V,129.27,193.5,0.85,low_flow_6.5V.csv
28,low_flow,6.5V,127.31,191.0,0.83,low_flow_6.5V.csv
29,low_flow,6.5V,126.94,193.1,0.83,low_flow_6.5V.csv
30,low_flow,6.5V,128.64,191.0,0.84,low_flow_6.5V.csv
31,low_flow,6.5V,124.55,193.1,0.83,low_flow_6.5V.csv
32,low_flow,6.5V,124.5,188.3,0.81,low_flow_6.5V.csv
33,low_flow,6.5V,125.57,192.0,0.81,low_flow_6.5V.csv
34,low_flow,6.5V,126.17,192.7,0.82,low_flow_6.5V.csv
35,low_flow,6.5V,126.78,187.7,0.83,low_flow_6.5V.csv
36,low_flow,6.5V,126.58,191.8,0.83,low_flow_6.5V.csv
37,low_flow,6.5V,126.68,190.9,0.82,low_flow_6.5V.csv
38,low_flow,6.5V,127.39,190.5,0.85,low_flow_6.5V.csv
39,low_flow,6.5V,127.86,193.8,0.85,low_flow_6.5V.csv
40,low_flow,6.5V,126.35,190.7,0.83,low_flow_6.5V.csv
41,low_flow,6.5V,127.12,191.4,0.87,low_flow_6.5V.csv
42,low_flow,6.5V,129.4,195.0,0.85,low_flow_6.5V.csv
43,low_flow,6.5V,123.3,191.0,0.8,low_flow_6.5V.csv
44,low_flow,6.5V,127.48,189.9,0.85,low_flow_6.5V.csv
45,low_flow,6.5V,128.02,193.7,0.83,low_flow_6.5V.csv
46,low_flow,6.5V,126.58,194.0,0.8,low_flow_6.5V.csv
47,low_flow,6.5V,127.82,194.2,0.84,low_flow_6.5V.csv
48,low_flow,6.5V,127.09,194.4,0.83,low_flow_6.5V.csv
49,low_flow,6.5V,127.03,192.0,0.81,low_flow_6.5V.csv
50,low_flow,6.5V,128.32,194.2,0.84,low_flow_6.5V.csv
51,low_flow,6.5V,127.18,191.4,0.84,low_flow_6.5V.csv
52,low_flow,6.5V,127.35,194.6,0.83,low_flow_6.5V.csv
53,low_flow,6.5V,128.35,195.1,0.8,low_flow_6.5V.csv
54,low_flow,6.5V,127.21,191.0,0.82,low_flow_6.5V.csv
55,low_flow,6.5V,129.1,194.2,0.85,low_flow_6.5V.csv
56,low_flow,6.5V,127.31,192.2,0.83,low_flow_6.5V.csv
57,low_flow,6.5V,127.67,192.4,0.83,low_flow_6.5V.csv
58,low_flow,6.5V,128.29,192.2,0.81,low_flow_6.5V.csv
59,low_flow,6.5V,126.77,193.3,0.83,low_flow_6.5V.csv
60,low_flow,6.5V,126.26,188.8,0.83,low_flow_6.5V.csv
61,low_flow,6.5V,127.38,191.8,0.85,low_flow_6.5V.csv
62,low_flow,6.5V,126.0,190.1,0.79,low_flow_6.5V.csv
63,low_flow,6.5V,123.29,187.3,0.82,low_flow_6.5V.csv
64,low_flow,6.5V,125.67,193.3,0.79,low_flow_6.5V.csv
65,low_flow,6.5V,125.24,190.9,0.81,low_flow_6.5V.csv
66,low_flow,6.5V,127.22,192.5,0.85,low_flow_6.5V.csv
67,low_flow,6.5V,127.76,194.6,0.85,low_flow_6.5V.csv
68,low_flow,6.5V,128.43,192.0,0.84,low_flow_6.5V.csv
69,low_flow,6.5V,126.22,190.7,0.81,low_flow_6.5V.csv
70,low_flow,6.5V,126.1,192.0,0.81,low_flow_6.5V.csv
71,low_flow,6.5V,127.14,194.2,0.82,low_flow_6.5V.csv
72,low_flow,6.5V,127.85,187.1,0.84,low_flow_6.5V.csv
73,low_flow,6.5V,127.23,192.2,0.83,low_flow_6.5V.csv
74,low_flow,6.5V,127.09,188.4,0.84,low_flow_6.5V.csv
75,low_flow,6.5V,127.62,191.6,0.82,low_flow_6.5V.csv
76,low_flow,6.5V,129.11,194.4,0.84,low_flow_6.5V.csv
77,low_flow,6.5V,126.47,189.6,0.83,low_flow_6.5V.csv
78,low_flow,6.5V,126.55,187.9,0.83,low_flow_6.5V.csv
79,low_flow,6.5V,125.67,193.3,0.8,low_flow_6.5V.csv
1,low_flow,7.5V,135.56,207.6,0.78,low_flow_7.5V.csv
2,low_flow,7.5V,152.86,221.8,0.81,low_flow_7.5V.csv
3,low_flow,7.5V,154.31,221.4,0.81,low_flow_7.5V.csv
4,low_flow,7.5V,151.66,213.6,0.81,low_flow_7.5V.csv
5,low_flow,7.5V,152.3,219.2,0.83,low_flow_7.5V.csv
6,low_flow,7.5V,154.14,223.1,0.82,low_flow_7.5V.csv
7,low_flow,7.5V,152.3,219.4,0.82,low_flow_7.5V.csv
8,low_flow,7.5V,148.97,214.2,0.78,low_flow_7.5V.csv
9,low_flow,7.5V,152.5,219.2,0.8,low_flow_7.5V.csv
10,low_flow,7.5V,149.54,220.5,0.83,low_flow_7.5V.csv
11,low_flow,7.5V,151.96,216.8,0.83,low_flow_7.5V.csv
12,low_flow,7.5V,151.55,222.0,0.82,low_flow_7.5V.csv
13,low_flow,7.5V,153.68,222.5,0.82,low_flow_7.5V.csv
14,low_flow,7.5V,147.57,212.7,0.8,low_flow_7.5V.csv
15,low_flow,7.5V,151.13,219.4,0.8,low_flow_7.5V.csv
16,low_flow,7.5V,151.78,220.5,0.82,low_flow_7.5V.csv
17,low_flow,7.5V,153.27,219.8,0.8,low_flow_7.5V.csv
18,low_flow,7.5V,152.41,218.4,0.81,low_flow_7.5V.csv
19,low_flow,7.5V,148.65,221.1,0.83,low_flow_7.5V.csv
20,low_flow,7.5V,153.12,219.4,0.81,low_flow_7.5V.csv
21,low_flow,7.5V,150.79,214.9,0.85,low_flow_7.5V.csv
22,low_flow,7.5V,150.06,218.3,0.8,low_flow_7.5V.csv
23,low_flow,7.5V,151.24,215.8,0.84,low_flow_7.5V.csv
24,low_flow,7.5V,154.47,219.2,0.85,low_flow_7.5V.csv
25,low_flow,7.5V,153.21,221.2,0.83,low_flow_7.5V.csv
26,low_flow,7.5V,151.87,220.1,0.8,low_flow_7.5V.csv
27,low_flow,7.5V,151.78,220.3,0.83,low_flow_7.5V.csv
28,low_flow,7.5V,153.75,216.0,0.83,low_flow_7.5V.csv
29,low_flow,7.5V,152.97,224.2,0.82,low_flow_7.5V.csv
30,low_flow,7.5V,151.5,221.1,0.82,low_flow_7.5V.csv
31,low_flow,7.5V,152.7,217.3,0.85,low_flow_7.5V.csv
32,low_flow,7.5V,150.63,221.1,0.81,low_flow_7.5V.csv
33,low_flow,7.5V,150.88,218.6,0.79,low_flow_7.5V.csv
34,low_flow,7.5V,150.76,218.6,0.78,low_flow_7.5V.csv
35,low_flow,7.5V,149.74,220.3,0.79,low_flow_7.5V.csv
36,low_flow,7.5V,153.0,218.8,0.85,low_flow_7.5V.csv
37,low_flow,7.5V,153.17,219.6,0.82,low_flow_7.5V.csv
38,low_flow,7.5V,150.58,219.8,0.82,low_flow_7.5V.csv
39,low_flow,7.5V,150.6,215.8,0.83,low_flow_7.5V.csv
40,low_flow,7.5V,151.98,220.1,0.83,low_flow_7.5V.csv
41,low_flow,7.5V,153.33,219.8,0.81,low_flow_7.5V.csv
42,low_flow,7.5V,149.99,219.8,0.8,low_flow_7.5V.csv
43,low_flow,7.5V,150.07,222.0,0.77,low_flow_7.5V.csv
44,low_flow,7.5V,152.71,221.2,0.82,low_flow_7.5V.csv
45,low_flow,7.5V,149.67,219.4,0.81,low_flow_7.5V.csv
46,low_flow,7.5V,151.85,219.9,0.81,low_flow_7.5V.csv
47,low_flow,7.5V,152.18,217.1,0.84,low_flow_7.5V.csv
48,low_flow,7.5V,150.9,218.4,0.82,low_flow_7.5V.csv
49,low_flow,7.5V,150.17,216.8,0.84,low_flow_7.5V.csv
50,low_flow,7.5V,151.99,217.3,0.8,low_flow_7.5V.csv
51,low_flow,7.5V,153.12,219.8,0.86,low_flow_7.5V.csv
52,low_flow,7.5V,150.74,219.8,0.78,low_flow_7.5V.csv
53,low_flow,7.5V,151.66,219.2,0.82,low_flow_7.5V.csv
54,low_flow,7.5V,149.83,219.6,0.8,low_flow_7.5V.csv
55,low_flow,7.5V,153.85,219.0,0.83,low_flow_7.5V.csv
56,low_flow,7.5V,148.56,219.0,0.79,low_flow_7.5V.csv
57,low_flow,7.5V,150.16,218.6,0.81,low_flow_7.5V.csv
58,low_flow,7.5V,151.07,215.8,0.81,low_flow_7.5V.csv
59,low_flow,7.5V,150.26,219.4,0.79,low_flow_7.5V.csv
60,low_flow,7.5V,150.43,221.4,0.82,low_flow_7.5V.csv
61,low_flow,7.5V,149.88,217.0,0.8,low_flow_7.5V.csv
62,low_flow,7.5V,150.64,215.8,0.83,low_flow_7.5V.csv
63,low_flow,7.5V,150.82,217.1,0.82,low_flow_7.5V.csv
64,low_flow,7.5V,149.87,220.5,0.81,low_flow_7.5V.csv
65,low_flow,7.5V,151.18,223.3,0.82,low_flow_7.5V.csv
66,low_flow,7.5V,151.34,221.4,0.81,low_flow_7.5V.csv
67,low_flow,7.5V,151.63,217.9,0.83,low_flow_7.5V.csv
68,low_flow,7.5V,151.13,221.2,0.84,low_flow_7.5V.csv
69,low_flow,7.5V,151.88,218.8,0.84,low_flow_7.5V.csv
70,low_flow,7.5V,151.37,211.7,0.86,low_flow_7.5V.csv
71,low_flow,7.5V,151.03,215.7,0.85,low_flow_7.5V.csv
73,low_flow,7.5V,151.79,219.6,0.82,low_flow_7.5V.csv
74,low_flow,7.5V,149.19,218.4,0.82,low_flow_7.5V.csv
75,low_flow,7.5V,150.16,217.7,0.83,low_flow_7.5V.csv
76,low_flow,7.5V,150.25,221.2,0.81,low_flow_7.5V.csv
77,low_flow,7.5V,152.65,222.5,0.82,low_flow_7.5V.csv
78,low_flow,7.5V,151.27,218.8,0.82,low_flow_7.5V.csv
79,low_flow,7.5V,149.93,219.9,0.81,low_flow_7.5V.csv
80,low_flow,7.5V,147.72,222.0,0.77,low_flow_7.5V.csv
1,dryrun,no_piping,77.15,144.8,0.69,dryrun_no_piping.csv
2,dryrun,no_piping,71.95,139.0,0.59,dryrun_no_piping.csv
3,dryrun,no_piping,82.14,145.8,0.62,dryrun_no_piping.csv
4,dryrun,no_piping,83.62,143.9,0.68,dryrun_no_piping.csv
5,dryrun,no_piping,82.28,142.8,0.69,dryrun_no_piping.csv
6,dryrun,no_piping,91.58,146.1,0.8,dryrun_no_piping.csv
7,dryrun,no_piping,86.84,147.2,0.74,dryrun_no_piping.csv
8,dryrun,no_piping,77.31,145.4,0.6,dryrun_no_piping.csv
9,dryrun,no_piping,101.89,147.4,0.91,dryrun_no_piping.csv
10,dryrun,no_piping,86.98,146.1,0.73,dryrun_no_piping.csv
11,dryrun,no_piping,91.16,146.1,0.78,dryrun_no_piping.csv
12,dryrun,no_piping,79.55,144.8,0.66,dryrun_no_piping.csv
13,dryrun,no_piping,82.56,143.7,0.7,dryrun_no_piping.csv
14,dryrun,no_piping,83.69,142.4,0.7,dryrun_no_piping.csv
15,dryrun,no_piping,83.17,139.0,0.68,dryrun_no_piping.csv
16,dryrun,no_piping,85.73,146.3,0.73,dryrun_no_piping.csv
17,dryrun,no_piping,79.19,141.1,0.67,dryrun_no_piping.csv
18,dryrun,no_piping,80.27,141.8,0.68,dryrun_no_piping.csv
19,dryrun,no_piping,83.04,140.2,0.52,dryrun_no_piping.csv
20,dryrun,no_piping,81.68,144.6,0.71,dryrun_no_piping.csv
21,dryrun,no_piping,81.17,143.7,0.68,dryrun_no_piping.csv
22,dryrun,no_piping,81.49,143.5,0.68,dryrun_no_piping.csv
23,dryrun,no_piping,82.43,142.2,0.68,dryrun_no_piping.csv
24,dryrun,no_piping,81.89,140.0,0.68,dryrun_no_piping.csv
25,dryrun,no_piping,77.43,138.5,0.65,dryrun_no_piping.csv
26,dryrun,no_piping,81.45,144.3,0.66,dryrun_no_piping.csv
27,dryrun,no_piping,76.24,140.5,0.63,dryrun_no_piping.csv
28,dryrun,no_piping,76.26,139.4,0.68,dryrun_no_piping.csv
29,dryrun,no_piping,75.44,140.9,0.61,dryrun_no_piping.csv
30,dryrun,no_piping,81.11,141.7,0.64,dryrun_no_piping.csv
31,dryrun,no_piping,77.49,132.7,0.69,dryrun_no_piping.csv
32,dryrun,no_piping,75.6,141.5,0.64,dryrun_no_piping.csv
33,dryrun,no_piping,75.65,140.2,0.63,dryrun_no_piping.csv
34,dryrun,no_piping,81.29,140.4,0.67,dryrun_no_piping.csv
35,dryrun,no_piping,77.24,138.7,0.67,dryrun_no_piping.csv
36,dryrun,no_piping,80.25,142.6,0.65,dryrun_no_piping.csv
37,dryrun,no_piping,75.7,141.7,0.61,dryrun_no_piping.csv
38,dryrun,no_piping,73.9,140.7,0.63,dryrun_no_piping.csv
39,dryrun,no_piping,85.83,139.6,0.63,dryrun_no_piping.csv
1,low_flow,11V,206.61,359.5,0.68,low_flow_11V.csv
2,low_flow,11V,220.78,362.0,0.71,low_flow_11V.csv
3,low_flow,11V,217.25,368.9,0.73,low_flow_11V.csv
4,low_flow,11V,224.93,367.4,0.77,low_flow_11V.csv
5,low_flow,11V,228.57,362.5,0.66,low_flow_11V.csv
6,low_flow,11V,237.71,363.5,0.78,low_flow_11V.csv
7,low_flow,11V,231.75,369.8,0.76,low_flow_11V.csv
8,low_flow,11V,220.36,364.2,0.74,low_flow_11V.csv
9,low_flow,11V,220.61,359.0,0.74,low_flow_11V.csv
10,low_flow,11V,231.11,361.8,0.74,low_flow_11V.csv
11,low_flow,11V,231.05,366.8,0.75,low_flow_11V.csv
12,low_flow,11V,220.43,365.9,0.71,low_flow_11V.csv
13,low_flow,11V,229.34,360.3,0.7,low_flow_11V.csv
14,low_flow,11V,216.12,364.6,0.73,low_flow_11V.csv
15,low_flow,11V,230.22,358.2,0.77,low_flow_11V.csv
16,low_flow,11V,232.5,365.5,0.71,low_flow_11V.csv
17,low_flow,11V,225.02,363.1,0.71,low_flow_11V.csv
19,low_flow,11V,234.51,360.7,0.76,low_flow_11V.csv
20,low_flow,11V,228.35,361.2,0.69,low_flow_11V.csv
21,low_flow,11V,217.48,359.5,0.74,low_flow_11V.csv
22,low_flow,11V,231.25,360.7,0.77,low_flow_11V.csv
23,low_flow,11V,224.41,366.4,0.71,low_flow_11V.csv
24,low_flow,11V,226.4,359.9,0.71,low_flow_11V.csv
25,low_flow,11V,218.31,364.0,0.75,low_flow_11V.csv
26,low_flow,11V,235.75,363.6,0.75,low_flow_11V.csv
27,low_flow,11V,220.07,359.7,0.75,low_flow_11V.csv
28,low_flow,11V,228.73,360.3,0.77,low_flow_11V.csv
29,low_flow,11V,234.96,364.6,0.74,low_flow_11V.csv
30,low_flow,11V,221.45,364.2,0.7,low_flow_11V.csv
31,low_flow,11V,219.65,360.7,0.78,low_flow_11V.csv
32,low_flow,11V,221.42,353.2,0.71,low_flow_11V.csv
33,low_flow,11V,227.97,363.3,0.75,low_flow_11V.csv
34,low_flow,11V,237.27,366.3,0.77,low_flow_11V.csv
35,low_flow,11V,219.23,362.5,0.69,low_flow_11V.csv
36,low_flow,11V,216.83,365.3,0.77,low_flow_11V.csv
37,low_flow,11V,227.39,359.7,0.73,low_flow_11V.csv
38,low_flow,11V,228.01,366.4,0.75,low_flow_11V.csv
39,low_flow,11V,237.54,365.7,0.73,low_flow_11V.csv
40,low_flow,11V,224.63,367.2,0.72,low_flow_11V.csv
41,low_flow,11V,222.03,366.6,0.79,low_flow_11V.csv
42,low_flow,11V,217.2,355.3,0.72,low_flow_11V.csv
43,low_flow,11V,236.22,361.0,0.76,low_flow_11V.csv
44,low_flow,11V,230.94,366.4,0.75,low_flow_11V.csv
45,low_flow,11V,225.27,363.3,0.74,low_flow_11V.csv
46,low_flow,11V,229.5,361.2,0.67,low_flow_11V.csv
47,low_flow,11V,237.06,362.3,0.74,low_flow_11V.csv
48,low_flow,11V,220.75,366.1,0.75,low_flow_11V.csv
49,low_flow,11V,230.29,364.4,0.76,low_flow_11V.csv
50,low_flow,11V,237.12,365.1,0.78,low_flow_11V.csv
51,low_flow,11V,218.22,364.6,0.73,low_flow_11V.csv
52,low_flow,11V,217.79,349.5,0.73,low_flow_11V.csv
53,low_flow,11V,231.64,363.6,0.73,low_flow_11V.csv
54,low_flow,11V,230.0,361.8,0.68,low_flow_11V.csv
55,low_flow,11V,236.29,365.9,0.75,low_flow_11V.csv
56,low_flow,11V,217.78,366.1,0.7,low_flow_11V.csv
57,low_flow,11V,218.75,364.6,0.76,low_flow_11V.csv
58,low_flow,11V,231.15,362.3,0.76,low_flow_11V.csv
59,low_flow,11V,229.76,358.6,0.7,low_flow_11V.csv
60,low_flow,11V,227.91,364.6,0.75,low_flow_11V.csv
61,low_flow,11V,222.02,362.7,0.77,low_flow_11V.csv
62,low_flow,11V,228.83,362.7,0.72,low_flow_11V.csv
63,low_flow,11V,228.82,357.7,0.72,low_flow_11V.csv
64,low_flow,11V,226.97,366.8,0.76,low_flow_11V.csv
65,low_flow,11V,217.55,358.4,0.73,low_flow_11V.csv
66,low_flow,11V,230.68,364.6,0.77,low_flow_11V.csv
67,low_flow,11V,235.22,365.5,0.76,low_flow_11V.csv
68,low_flow,11V,222.64,359.5,0.74,low_flow_11V.csv
69,low_flow,11V,225.22,361.0,0.72,low_flow_11V.csv
70,low_flow,11V,236.63,366.1,0.75,low_flow_11V.csv
71,low_flow,11V,232.54,363.6,0.72,low_flow_11V.csv
72,low_flow,11V,231.11,362.3,0.77,low_flow_11V.csv
73,low_flow,11V,218.52,359.7,0.73,low_flow_11V.csv
74,low_flow,11V,227.12,359.7,0.75,low_flow_11V.csv
75,low_flow,11V,236.0,366.6,0.76,low_flow_11V.csv
76,low_flow,11V,226.4,366.3,0.75,low_flow_11V.csv
77,low_flow,11V,236.54,365.3,0.77,low_flow_11V.csv
78,low_flow,11V,218.57,362.0,0.71,low_flow_11V.csv
79,low_flow,11V,224.1,360.1,0.73,low_flow_11V.csv
1,low_flow,10.5V,191.58,329.7,0.69,low_flow_10.5V.csv
2,low_flow,10.5V,214.12,338.3,0.76,low_flow_10.5V.csv
3,low_flow,10.5V,203.62,324.1,0.76,low_flow_10.5V.csv
4,low_flow,10.5V,217.17,340.3,0.74,low_flow_10.5V.csv
5,low_flow,10.5V,215.77,339.6,0.75,low_flow_10.5V.csv
6,low_flow,10.5V,208.99,341.7,0.72,low_flow_10.5V.csv
7,low_flow,10.5V,213.88,339.6,0.73,low_flow_10.5V.csv
8,low_flow,10.5V,213.61,338.7,0.73,low_flow_10.5V.csv
9,low_flow,10.5V,210.36,336.2,0.72,low_flow_10.5V.csv
10,low_flow,10.5V,211.36,340.7,0.74,low_flow_10.5V.csv
11,low_flow,10.5V,216.97,340.7,0.76,low_flow_10.5V.csv
12,low_flow,10.5V,213.84,332.3,0.73,low_flow_10.5V.csv
13,low_flow,10.5V,214.42,337.7,0.76,low_flow_10.5V.csv
14,low_flow,10.5V,217.58,340.3,0.74,low_flow_10.5V.csv
15,low_flow,10.5V,210.55,338.9,0.77,low_flow_10.5V.csv
16,low_flow,10.5V,210.72,339.8,0.76,low_flow_10.5V.csv
17,low_flow,10.5V,216.21,337.6,0.74,low_flow_10.5V.csv
18,low_flow,10.5V,213.42,328.0,0.75,low_flow_10.5V.csv
19,low_flow,10.5V,211.79,338.5,0.74,low_flow_10.5V.csv
20,low_flow,10.5V,214.09,336.8,0.76,low_flow_10.5V.csv
21,low_flow,10.5V,217.48,334.2,0.75,low_flow_10.5V.csv
22,low_flow,10.5V,213.21,339.6,0.73,low_flow_10.5V.csv
23,low_flow,10.5V,214.59,339.4,0.74,low_flow_10.5V.csv
24,low_flow,10.5V,212.42,337.6,0.73,low_flow_10.5V.csv
25,low_flow,10.5V,212.41,337.0,0.75,low_flow_10.5V.csv
26,low_flow,10.5V,212.77,335.5,0.77,low_flow_10.5V.csv
27,low_flow,10.5V,210.31,339.2,0.77,low_flow_10.5V.csv
28,low_flow,10.5V,214.86,337.0,0.75,low_flow_10.5V.csv
29,low_flow,10.5V,212.65,337.4,0.73,low_flow_10.5V.csv
30,low_flow,10.5V,212.52,337.9,0.76,low_flow_10.5V.csv
31,low_flow,10.5V,213.92,337.9,0.74,low_flow_10.5V.csv
